codgr;libgr;sougr;libsougr;codal;libal
36;pizzas, quiches et pâtisseries salées;1;pizzas;25548;pizza royale (jambon fromage champignon)
36;pizzas, quiches et pâtisseries salées;1;pizzas;92051;autre pizza
36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;7814;cake salé avec garniture (viande poisson volaille fromage légumes …)
36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25405;quiche lorraine
36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25417;tarte aux légumes
36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25444;tarte au fromage ou quiche au fromage
36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25550;flamenkueche (tarte salée aux lardons)
36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25553;tarte aux poireaux
36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25554;tarte provençale à la tomate
36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25555;tarte au saumon et à l'oseille
36;pizzas, quiches et pâtisseries salées;3;feuilletés et friands;25151;feuilleté au saumon
36;pizzas, quiches et pâtisseries salées;3;feuilletés et friands;25401;friand au fromage artisanal
36;pizzas, quiches et pâtisseries salées;3;feuilletés et friands;25402;friand à la viande artisanal
36;pizzas, quiches et pâtisseries salées;3;feuilletés et friands;25418;croissant au jambon
36;pizzas, quiches et pâtisseries salées;3;feuilletés et friands;25508;feuilleté fourré béchamel jambon fromage
37;sandwichs, casse-croûte;1;sandwichs baguette;25431;sandwich baguette thon crudités
37;sandwichs, casse-croûte;1;sandwichs baguette;25475;sandwich baguette jambon œuf dur crudités
37;sandwichs, casse-croûte;1;sandwichs baguette;25476;sandwich baguette poulet crudités
37;sandwichs, casse-croûte;1;sandwichs baguette;25488;sandwich baguette saumon fumé beurre
37;sandwichs, casse-croûte;1;sandwichs baguette;25517;sandwich baguette jambon beurre
37;sandwichs, casse-croûte;1;sandwichs baguette;25518;sandwich baguette camembert ou autre fromage et beurre
37;sandwichs, casse-croûte;1;sandwichs baguette;25519;sandwich baguette pâté cornichons
37;sandwichs, casse-croûte;1;sandwichs baguette;25520;sandwich baguette saucisson sec beurre
37;sandwichs, casse-croûte;1;sandwichs baguette;25521;sandwich baguette jambon emmental beurre
37;sandwichs, casse-croûte;1;sandwichs baguette;25522;sandwich sans précision
37;sandwichs, casse-croûte;1;sandwichs baguette;25530;sandwich baguette crudités diverses mayonnaise
37;sandwichs, casse-croûte;1;sandwichs baguette;25531;sandwich baguette dinde crudités
37;sandwichs, casse-croûte;1;sandwichs baguette;25532;sandwich baguette œuf crudités
37;sandwichs, casse-croûte;1;sandwichs baguette;25533;sandwich baguette porc crudités
37;sandwichs, casse-croûte;1;sandwichs baguette;25535;sandwich baguette merguez ketchup moutarde
37;sandwichs, casse-croûte;1;sandwichs baguette;25536;sandwich baguette salami beurre
37;sandwichs, casse-croûte;1;sandwichs baguette;25543;sandwich baguette sans précision
37;sandwichs, casse-croûte;2;hamburgers et hot-dog;25403;hot-dog
37;sandwichs, casse-croûte;2;hamburgers et hot-dog;25413;hamburger
37;sandwichs, casse-croûte;2;hamburgers et hot-dog;25414;cheeseburger
37;sandwichs, casse-croûte;2;hamburgers et hot-dog;25415;cheeseburger double
37;sandwichs, casse-croûte;3;autres sandwichs;25400;croque-monsieur
37;sandwichs, casse-croûte;3;autres sandwichs;25428;sandwich grec ou kebab pita et crudités
37;sandwichs, casse-croûte;3;autres sandwichs;25434;sandwich panini jambon cru mozzarella et tomates
37;sandwichs, casse-croûte;3;autres sandwichs;25513;pan bagna
37;sandwichs, casse-croûte;3;autres sandwichs;25523;canapés ou toasts salés aux garnitures variées
37;sandwichs, casse-croûte;3;autres sandwichs;25542;croque-madame (à l'œuf)
37;sandwichs, casse-croûte;3;autres sandwichs;25544;sandwich pain de mie garnitures diverses sans précision
37;sandwichs, casse-croûte;3;autres sandwichs;92055;autre sandwich
38;soupes et bouillons;1;potages et soupes;25900;soupe aux lentilles
38;soupes et bouillons;1;potages et soupes;25902;soupe aux légumes type fait maison
38;soupes et bouillons;1;potages et soupes;25903;soupe aux légumes préemballée à réchauffer
38;soupes et bouillons;1;potages et soupes;25904;soupe de poissons et/ou de crustacés préemballée à réchauffer
38;soupes et bouillons;1;potages et soupes;25905;soupe aux légumes déshydratée reconstituée
38;soupes et bouillons;1;potages et soupes;25906;soupe poireau pomme de terre type fait maison
38;soupes et bouillons;1;potages et soupes;25907;soupe poireau pomme de terre préemballée à réchauffer
38;soupes et bouillons;1;potages et soupes;25908;soupe à la volaille et aux vermicelles préemballée à réchauffer ou déshydratée r
38;soupes et bouillons;1;potages et soupes;25910;soupe à l'oignon
38;soupes et bouillons;1;potages et soupes;25912;soupe aux champignons
38;soupes et bouillons;1;potages et soupes;25914;soupe à la tomate préemballée à réchauffer ou déshydratée reconstituée
38;soupes et bouillons;1;potages et soupes;25916;minestrone préemballée à réchauffer ou déshydratée reconstituée
38;soupes et bouillons;1;potages et soupes;25917;soupe au pistou préemballée à réchauffer ou déshydratée reconstituée
38;soupes et bouillons;1;potages et soupes;25922;soupe chinoise
38;soupes et bouillons;1;potages et soupes;25945;soupe au potiron
38;soupes et bouillons;2;bouillons;25909;bouillon de viande et de légumes
38;soupes et bouillons;2;bouillons;25946;bouillon de viande déshydraté reconstitué type bouillon de bœuf knorr
38;soupes et bouillons;2;bouillons;25947;bouillon de volaille déshydraté reconstitué type bouillon de poule knorr
38;soupes et bouillons;2;bouillons;25948;bouillon végétal
39;plats composés;1;plats garnis à base de viande;25001;blanquette de veau
39;plats composés;1;plats garnis à base de viande;25002;cassoulet en conserve
39;plats composés;1;plats garnis à base de viande;25003;choucroute garnie en conserve
39;plats composés;1;plats garnis à base de viande;25010;petit salé aux lentilles ou saucisse aux lentilles
39;plats composés;1;plats garnis à base de viande;25013;pot-au-feu
39;plats composés;1;plats garnis à base de viande;25029;couscous de mouton garni
39;plats composés;1;plats garnis à base de viande;25031;paella
39;plats composés;1;plats garnis à base de viande;25033;bœuf bourguignon
39;plats composés;1;plats garnis à base de viande;25065;bœuf carottes
39;plats composés;1;plats garnis à base de viande;25067;osso buco à la milanaise
39;plats composés;1;plats garnis à base de viande;25071;potée auvergnate
39;plats composés;1;plats garnis à base de viande;25092;poulet basquaise au riz
39;plats composés;1;plats garnis à base de viande;25093;poulet basquaise aux pâtes
39;plats composés;1;plats garnis à base de viande;25111;chili con carne
39;plats composés;1;plats garnis à base de viande;25116;poulet au curry avec riz ou semoule préemballé
39;plats composés;1;plats garnis à base de viande;25124;navarin d'agneau
39;plats composés;1;plats garnis à base de viande;25127;couscous royal à la viande
39;plats composés;1;plats garnis à base de viande;25138;couscous au poulet
39;plats composés;1;plats garnis à base de viande;25159;tajine de mouton
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25009;hachis parmentier
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25019;raviolis à la viande à la sauce tomate en conserve
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25056;gratin dauphinois
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25080;cannellonis à la viande
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25081;lasagnes à la bolognaise
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25085;pâtes à la bolognaise
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25109;spaghettis à la sauce tomate
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25122;gratin de pâtes
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25135;pâtes à la carbonara
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25137;tartiflette
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25156;ravioles ou raviolis au fromage
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25606;salade de pommes de terre
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25615;salade de pâtes végétarienne
39;plats composés;2;plats à base de pâtes ou de pommes de terre;25619;salade de pâtes au légumes, avec thon ou viande
39;plats composés;3;beignets, crêpes et bouchées à la reine;10023;beignet de crevette industriel
39;plats composés;3;beignets, crêpes et bouchées à la reine;25108;samossas
39;plats composés;3;beignets, crêpes et bouchées à la reine;25409;crêpe fourrée béchamel jambon
39;plats composés;3;beignets, crêpes et bouchées à la reine;25410;crêpe fourrée béchamel jambon fromage
39;plats composés;3;beignets, crêpes et bouchées à la reine;25412;bouchée à la reine au poulet
39;plats composés;3;beignets, crêpes et bouchées à la reine;25419;rouleau de printemps
39;plats composés;3;beignets, crêpes et bouchées à la reine;25420;nem ou pâté impérial
39;plats composés;3;beignets, crêpes et bouchées à la reine;25433;acra de morue
39;plats composés;3;beignets, crêpes et bouchées à la reine;25438;brick garni (garniture : crevettes légumes volaille viande poisson…)
39;plats composés;3;beignets, crêpes et bouchées à la reine;25503;bouchée à la reine au poisson et fruits de mer
39;plats composés;3;beignets, crêpes et bouchées à la reine;25512;nugget de volaille
39;plats composés;3;beignets, crêpes et bouchées à la reine;25549;crêpe fourrée béchamel fromage
39;plats composés;3;beignets, crêpes et bouchées à la reine;25551;beignet salé fourré de viande volaille ou poisson
39;plats composés;3;beignets, crêpes et bouchées à la reine;25552;crêpe fourrée béchamel jambon fromage champignon
39;plats composés;3;beignets, crêpes et bouchées à la reine;25556;beignet de légumes
39;plats composés;4;plats sans garniture;577;brandade de morue recette traditionnelle
39;plats composés;4;plats sans garniture;8395;jambon en croûte
39;plats composés;4;plats sans garniture;8601;tripes à la mode de caen artisanales
39;plats composés;4;plats sans garniture;8913;quenelle de volaille en conserve
39;plats composés;4;plats sans garniture;8934;quenelle de poisson cuite
39;plats composés;4;plats sans garniture;8935;quenelle au naturel en conserve
39;plats composés;4;plats sans garniture;8936;quenelle en sauce en conserve
39;plats composés;4;plats sans garniture;20914;escalopes végétales à base de soja
39;plats composés;4;plats sans garniture;25089;cordon bleu de volaille type père dodu ou le gaulois
39;plats composés;4;plats sans garniture;25121;coq au vin
39;plats composés;4;plats sans garniture;25125;paupiette de veau
39;plats composés;4;plats sans garniture;25126;paupiette de volaille
39;plats composés;4;plats sans garniture;25146;poisson sauce oseille type cabillaud à l'oseille marie
39;plats composés;4;plats sans garniture;25172;viande en sauce sans précision
39;plats composés;4;plats sans garniture;25174;poulet au curry
39;plats composés;4;plats sans garniture;26054;poisson en sauce surgelé
39;plats composés;5;plats à base de fromage;25020;soufflé au fromage
39;plats composés;5;plats à base de fromage;25437;gougère
39;plats composés;5;plats à base de fromage;25509;fondue savoyarde (fondue au fromage)
39;plats composés;6;plats à base de légumes;25103;tomate farcie
39;plats composés;6;plats à base de légumes;25123;moussaka
39;plats composés;6;plats à base de légumes;25130;gratin endives jambon
39;plats composés;6;plats à base de légumes;25162;gratin de légumes
39;plats composés;6;plats à base de légumes;25511;légumes divers farcis sauf tomate
39;plats composés;6;plats à base de légumes;25524;tomate à la provençale
39;plats composés;7;garnitures composées;25088;riz cantonais
39;plats composés;7;garnitures composées;25601;salade de thon et légumes en conserve
39;plats composés;7;garnitures composées;25602;salade composée avec viande ou poisson en conserve
39;plats composés;7;garnitures composées;25608;taboulé ou salade de couscous
39;plats composés;7;garnitures composées;25614;salade de riz
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;15016;crème de marrons vanillée en conserve
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;20905;crème dessert au soja nature rayon frais type sojasun nature
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;20909;crème dessert au soja aux fruits rayon frais type sojadélice aux pruneaux
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;20911;crème dessert au soja aromatisée rayon frais type sojasun chocolat
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39132;dessert au lait gélifié aromatisé au chocolat type dany
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39200;crème dessert au chocolat industrielle type danette ou petits filous
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39208;chocolat viennois ou liégeois
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39214;crème dessert à la vanille en conserve type mont-blanc ou yabon
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39221;dessert au lait gélifié aromatisé nappé de caramel type flanby
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39224;crème dessert allégée en matière grasse rayon frais type taillefine chocolat ou
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39229;crème dessert à la vanille enrichie en crème rayon frais type la laitière de nes
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39230;crème dessert rayon frais type danette
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39505;crème dessert appertisée type mont blanc ou yabon
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39506;crème dessert au chocolat en conserve
41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39511;crème dessert rayon frais ou appertisée sans précision
41;entremets, crèmes desserts et laits gélifiés;2;entremets;23525;flan pâtissier aux œufs ou à la parisienne
41;entremets, crèmes desserts et laits gélifiés;2;entremets;23535;gâteau de semoule en conserve type yabon ou mont-blanc
41;entremets, crèmes desserts et laits gélifiés;2;entremets;23536;gâteau de riz nappé de caramel rayon frais
41;entremets, crèmes desserts et laits gélifiés;2;entremets;24999;entremet sans précision
41;entremets, crèmes desserts et laits gélifiés;2;entremets;25445;tiramisu
41;entremets, crèmes desserts et laits gélifiés;2;entremets;39206;mousse au chocolat industrielle rayon frais
41;entremets, crèmes desserts et laits gélifiés;2;entremets;39209;crème caramel type charles gervais
41;entremets, crèmes desserts et laits gélifiés;2;entremets;39211;crème dessert aux œufs ou crème renversée type senoble crème aux œufs saveur van
41;entremets, crèmes desserts et laits gélifiés;2;entremets;39212;riz au lait rayon frais
41;entremets, crèmes desserts et laits gélifiés;2;entremets;39213;crème brûlée
41;entremets, crèmes desserts et laits gélifiés;2;entremets;39215;île flottante ou œufs à la neige
41;entremets, crèmes desserts et laits gélifiés;2;entremets;39216;clafoutis aux fruits
41;entremets, crèmes desserts et laits gélifiés;2;entremets;39218;gâteau de semoule au lait rayon frais
41;entremets, crèmes desserts et laits gélifiés;2;entremets;39228;mousse aux fruits
41;entremets, crèmes desserts et laits gélifiés;2;entremets;39700;crème anglaise
41;entremets, crèmes desserts et laits gélifiés;2;entremets;39710;crème pâtissière
41;entremets, crèmes desserts et laits gélifiés;2;entremets;92056;autre dessert type entremet
42;compotes et fruits cuits;1;compotes;13038;compote de pomme en conserve
42;compotes et fruits cuits;1;compotes;13108;compote de fruits divers en conserve
42;compotes et fruits cuits;1;compotes;13109;compote de fruits divers allégée en conserve
42;compotes et fruits cuits;1;compotes;13998;coulis de fruits rouges framboises fraises groseilles cassis
42;compotes et fruits cuits;2;fruits au sirop;13003;ananas au sirop en conserve
42;compotes et fruits cuits;2;fruits au sirop;13022;litchi en conserve
42;compotes et fruits cuits;2;fruits au sirop;13049;macédoine de fruits au sirop en conserve
42;compotes et fruits cuits;2;fruits au sirop;13068;cerise au sirop en conserve
42;compotes et fruits cuits;2;fruits au sirop;13096;abricot au sirop en conserve
42;compotes et fruits cuits;2;fruits au sirop;13097;pêche au sirop en conserve
42;compotes et fruits cuits;2;fruits au sirop;13098;poire au sirop en conserve
43;condiments et sauces;1;sauces;11012;mayonnaise allégée
43;condiments et sauces;1;sauces;11031;mayonnaise à l'huile de tournesol
43;condiments et sauces;1;sauces;11054;mayonnaise
43;condiments et sauces;1;sauces;11100;sauce barbecue
43;condiments et sauces;1;sauces;11102;sauce béarnaise
43;condiments et sauces;1;sauces;11105;sauce hollandaise
43;condiments et sauces;1;sauces;11106;sauce mornay
43;condiments et sauces;1;sauces;11107;sauce tomate sans viande
43;condiments et sauces;1;sauces;11108;vinaigrette à l'huile d'olive
43;condiments et sauces;1;sauces;11109;vinaigrette allégée
43;condiments et sauces;1;sauces;11110;vinaigrette sans précision
43;condiments et sauces;1;sauces;11113;sauce béchamel en brique
43;condiments et sauces;1;sauces;11114;sauce tomate à la viande ou bolognaise type panzani ou buitoni
43;condiments et sauces;1;sauces;11132;sauce au curry
43;condiments et sauces;1;sauces;11157;sauce moutarde
43;condiments et sauces;1;sauces;11158;sauce au beurre
43;condiments et sauces;1;sauces;11159;sauce à la crème
43;condiments et sauces;1;sauces;11160;sauce aux champignons
43;condiments et sauces;1;sauces;11161;sauce à la crème aux épices
43;condiments et sauces;1;sauces;11162;sauce à la crème aux herbes
43;condiments et sauces;1;sauces;11163;sauce aigre-douce
43;condiments et sauces;1;sauces;11164;sauce au vin rouge
43;condiments et sauces;1;sauces;11165;sauce au fromage
43;condiments et sauces;1;sauces;11166;sauce au yaourt
43;condiments et sauces;1;sauces;11179;sauce pesto
43;condiments et sauces;1;sauces;11184;sauce sans précision
43;condiments et sauces;1;sauces;81055;mayonnaise ajoutée au service
43;condiments et sauces;1;sauces;81057;sauce blanche ajoutée au service
43;condiments et sauces;1;sauces;81059;sauce moutarde ajoutée au service
43;condiments et sauces;1;sauces;81061;vinaigrette ajoutée au service
43;condiments et sauces;1;sauces;81063;vinaigrette allégée ajoutée au service
43;condiments et sauces;1;sauces;81066;sauce au fromage blanc ajoutée au service
43;condiments et sauces;1;sauces;81069;sauce au poivre ajoutée au service
43;condiments et sauces;1;sauces;92507;autre sauce
43;condiments et sauces;2;herbes aromatiques;11002;cerfeuil frais
43;condiments et sauces;2;herbes aromatiques;11003;ciboule ou ciboulette fraîche
43;condiments et sauces;2;herbes aromatiques;11014;persil frais
43;condiments et sauces;2;herbes aromatiques;11027;menthe fraîche
43;condiments et sauces;2;herbes aromatiques;11033;basilic frais
43;condiments et sauces;2;herbes aromatiques;11038;thym sec
43;condiments et sauces;2;herbes aromatiques;11080;herbes aromatiques fraîches
43;condiments et sauces;3;sel et épices;11005;curry en poudre
43;condiments et sauces;3;sel et épices;11006;gingembre moulu
43;condiments et sauces;3;sel et épices;11015;poivre noir moulu
43;condiments et sauces;3;sel et épices;11017;sel fin ou gros
43;condiments et sauces;3;sel et épices;11025;cannelle
43;condiments et sauces;3;sel et épices;11026;coriandre en graines
43;condiments et sauces;3;sel et épices;11030;sel de mer
43;condiments et sauces;3;sel et épices;11042;cumin en graines
43;condiments et sauces;3;sel et épices;11081;épices sans précision
43;condiments et sauces;4;condiments d'accompagnement;11004;cornichon au vinaigre
43;condiments et sauces;4;condiments d'accompagnement;11008;ketchup
43;condiments et sauces;4;condiments d'accompagnement;11013;moutarde
43;condiments et sauces;4;condiments d'accompagnement;11016;raifort cru
43;condiments et sauces;4;condiments d'accompagnement;11040;câpres
43;condiments et sauces;4;condiments d'accompagnement;11043;tapenade d'olives
43;condiments et sauces;4;condiments d'accompagnement;13032;olive noire en saumure
43;condiments et sauces;4;condiments d'accompagnement;13033;olive verte en saumure
43;condiments et sauces;5;condiments d'assaisonnement;11000;ail frais
43;condiments et sauces;5;condiments d'assaisonnement;11001;cube pour bouillon de bœuf
43;condiments et sauces;5;condiments d'assaisonnement;11018;vinaigre
43;condiments et sauces;5;condiments d'assaisonnement;11104;sauce de soja
43;condiments et sauces;5;condiments d'assaisonnement;20068;concentré de tomate
44;aliments destinés à une alimentation particulière;99;sans;11007;gélatine
44;aliments destinés à une alimentation particulière;99;sans;11009;levure alimentaire
44;aliments destinés à une alimentation particulière;99;sans;17610;huile de poisson
44;aliments destinés à une alimentation particulière;99;sans;17999;huile de paraffine
44;aliments destinés à une alimentation particulière;99;sans;18351;boisson énergisante type drak dog burn energy drink
44;aliments destinés à une alimentation particulière;99;sans;20904;tofu
44;aliments destinés à une alimentation particulière;99;sans;31019;édulcorant à l'aspartame
44;aliments destinés à une alimentation particulière;99;sans;31104;barre céréalière diététique hypocalorique type gerlinéa nesvital nutrition & san
44;aliments destinés à une alimentation particulière;99;sans;42000;substitut de repas hypocalorique genre crème dessert ultrafrais en pot tout arôm
44;aliments destinés à une alimentation particulière;99;sans;42003;substitut de repas hypocalorique liquide à boire type gerlinéa tout arôme
44;aliments destinés à une alimentation particulière;99;sans;42004;substitut de repas hypocalorique à boire poudre reconstituée avec lait écrémé to
44;aliments destinés à une alimentation particulière;99;sans;42005;substitut de repas hypocalorique genre milk-shake poudre reconstituée avec lait
44;aliments destinés à une alimentation particulière;99;sans;42500;petit déjeuner pour bébé à base de lait + céréales ou farine type blédi dej
44;aliments destinés à une alimentation particulière;99;sans;42600;petit pot pour bébés type viande ou poisson + légumes
44;aliments destinés à une alimentation particulière;99;sans;81064;édulcorant ajouté au service
44;aliments destinés à une alimentation particulière;99;sans;81073;huile de paraffine ajoutée au service
45;-;99;sans;1;aliment non codifié
